"author","Id","Label","party","PEC135","avg_followers","total_posts","type","PDR_posts"
,"domain::pagina22","pagina22","NotApplicable",-1,0,0,"domain",
,"domain::benditasmulheress","benditasmulheress","NotApplicable",-1,0,0,"domain",
,"domain::unimontes.br","unimontes.br","NotApplicable",-1,0,0,"domain",
,"domain::tarcisiomotta","tarcisiomotta","NotApplicable",-1,0,0,"domain",
,"domain::bancariosabc","bancariosabc","NotApplicable",-1,0,0,"domain",
,"domain::independente","independente","NotApplicable",-1,0,0,"domain",
,"domain::observador.pt","observador.pt","NotApplicable",-1,0,0,"domain",
,"domain::seplan.ma.gov.br","seplan.ma.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::omunicipiojoinville","omunicipiojoinville","NotApplicable",-1,0,0,"domain",
,"domain::cristalinafm","cristalinafm","NotApplicable",-1,0,0,"domain",
,"domain::radiosaopedrense","radiosaopedrense","NotApplicable",-1,0,0,"domain",
,"domain::maranhaodagente","maranhaodagente","NotApplicable",-1,0,0,"domain",
,"domain::editorabrasilenergia","editorabrasilenergia","NotApplicable",-1,0,0,"domain",
,"domain::oolhar","oolhar","NotApplicable",-1,0,0,"domain",
,"domain::artigo19","artigo19","NotApplicable",-1,0,0,"domain",
,"domain::mma.gov.br","mma.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::acinh","acinh","NotApplicable",-1,0,0,"domain",
,"domain::progressive.international","progressive.international","NotApplicable",-1,0,0,"domain",
,"domain::wikifavelas","wikifavelas","NotApplicable",-1,0,0,"domain",
,"domain::seguranca.pr.gov.br","seguranca.pr.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::falabarreiras","falabarreiras","NotApplicable",-1,0,0,"domain",
,"domain::ilustradafm","ilustradafm","NotApplicable",-1,0,0,"domain",
,"domain::sebrae","sebrae","NotApplicable",-1,0,0,"domain",
,"domain::saude.ba.gov.br","saude.ba.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::sof","sof","NotApplicable",-1,0,0,"domain",
,"domain::nossacausa","nossacausa","NotApplicable",-1,0,0,"domain",
,"domain::radioguaratuba","radioguaratuba","NotApplicable",-1,0,0,"domain",
,"domain::ultrajano","ultrajano","NotApplicable",-1,0,0,"domain",
,"domain::brasilquiz","brasilquiz","NotApplicable",-1,0,0,"domain",
,"domain::acrenews","acrenews","NotApplicable",-1,0,0,"domain",
,"domain::distritodoesporte","distritodoesporte","NotApplicable",-1,0,0,"domain",
,"domain::misturebas","misturebas","NotApplicable",-1,0,0,"domain",
,"domain::mdjt.online","mdjt.online","NotApplicable",-1,0,0,"domain",
,"domain::manausolimpica","manausolimpica","NotApplicable",-1,0,0,"domain",
,"domain::saocarlosemrede","saocarlosemrede","NotApplicable",-1,0,0,"domain",
,"domain::redenoticiaz","redenoticiaz","NotApplicable",-1,0,0,"domain",
,"domain::radionovaprogresso","radionovaprogresso","NotApplicable",-1,0,0,"domain",
,"domain::blogrevistatotal","blogrevistatotal","NotApplicable",-1,0,0,"domain",
,"domain::portalarrasa","portalarrasa","NotApplicable",-1,0,0,"domain",
,"domain::soudepalmas","soudepalmas","NotApplicable",-1,0,0,"domain",
,"domain::novaam","novaam","NotApplicable",-1,0,0,"domain",
,"domain::corensc.gov.br","corensc.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::cameraalerta","cameraalerta","NotApplicable",-1,0,0,"domain",
,"domain::metroviarios","metroviarios","NotApplicable",-1,0,0,"domain",
,"domain::flaviomarinho","flaviomarinho","NotApplicable",-1,0,0,"domain",
,"domain::freibetto","freibetto","NotApplicable",-1,0,0,"domain",
,"domain::cristianosilveira.net","cristianosilveira.net","NotApplicable",-1,0,0,"domain",
,"domain::universal","universal","NotApplicable",-1,0,0,"domain",
,"domain::frentedaprimeirainfancia","frentedaprimeirainfancia","NotApplicable",-1,0,0,"domain",
,"domain::bahianapolitica","bahianapolitica","NotApplicable",-1,0,0,"domain",
,"domain::institutoupdate","institutoupdate","NotApplicable",-1,0,0,"domain",
,"domain::entendendobolsonaro","entendendobolsonaro","NotApplicable",-1,0,0,"domain",
,"domain::revistavoto","revistavoto","NotApplicable",-1,0,0,"domain",
,"domain::abori","abori","NotApplicable",-1,0,0,"domain",
,"domain::xingu230","xingu230","NotApplicable",-1,0,0,"domain",
,"domain::scribd","scribd","NotApplicable",-1,0,0,"domain",
,"domain::diariodeouropreto","diariodeouropreto","NotApplicable",-1,0,0,"domain",
,"domain::maisvertentes","maisvertentes","NotApplicable",-1,0,0,"domain",
,"domain::eleicoesantirracistas","eleicoesantirracistas","NotApplicable",-1,0,0,"domain",
,"domain::valdevannoventa","valdevannoventa","NotApplicable",-1,0,0,"domain",
,"domain::granpal","granpal","NotApplicable",-1,0,0,"domain",
,"domain::setelagoas","setelagoas","NotApplicable",-1,0,0,"domain",
,"domain::cstpsol","cstpsol","NotApplicable",-1,0,0,"domain",
,"domain::blogmiltonneves","blogmiltonneves","NotApplicable",-1,0,0,"domain",
,"domain::rondonianews","rondonianews","NotApplicable",-1,0,0,"domain",
,"domain::folharondoniense","folharondoniense","NotApplicable",-1,0,0,"domain",
,"domain::madeiraoweb","madeiraoweb","NotApplicable",-1,0,0,"domain",
,"domain::folhaderondonianews","folhaderondonianews","NotApplicable",-1,0,0,"domain",
,"domain::insurgencia","insurgencia","NotApplicable",-1,0,0,"domain",
,"domain::blogdofinfa","blogdofinfa","NotApplicable",-1,0,0,"domain",
,"domain::radiosoledade","radiosoledade","NotApplicable",-1,0,0,"domain",
,"domain::brasil61","brasil61","NotApplicable",-1,0,0,"domain",
,"domain::blogdocarpe","blogdocarpe","NotApplicable",-1,0,0,"domain",
,"domain::auonline","auonline","NotApplicable",-1,0,0,"domain",
,"domain::silviacristina","silviacristina","NotApplicable",-1,0,0,"domain",
,"domain::litoralnarede","litoralnarede","NotApplicable",-1,0,0,"domain",
,"domain::rondoniainfoco","rondoniainfoco","NotApplicable",-1,0,0,"domain",
,"domain::cubaperiodistas.cu","cubaperiodistas.cu","NotApplicable",-1,0,0,"domain",
,"domain::ferendum","ferendum","NotApplicable",-1,0,0,"domain",
,"domain::diariogaucho.clicrbs","diariogaucho.clicrbs","NotApplicable",-1,0,0,"domain",
,"domain::acessopolitico","acessopolitico","NotApplicable",-1,0,0,"domain",
,"domain::jampanews","jampanews","NotApplicable",-1,0,0,"domain",
,"domain::negociao","negociao","NotApplicable",-1,0,0,"domain",
,"domain::folhadaregiao","folhadaregiao","NotApplicable",-1,0,0,"domain",
,"domain::sindcefetmg","sindcefetmg","NotApplicable",-1,0,0,"domain",
,"domain::vavel","vavel","NotApplicable",-1,0,0,"domain",
,"domain::canaldelcongreso.gob.mx","canaldelcongreso.gob.mx","NotApplicable",-1,0,0,"domain",
,"domain::seuamigoguru","seuamigoguru","NotApplicable",-1,0,0,"domain",
,"domain::ecoregional","ecoregional","NotApplicable",-1,0,0,"domain",
,"domain::delegados","delegados","NotApplicable",-1,0,0,"domain",
,"domain::eliaslacerda","eliaslacerda","NotApplicable",-1,0,0,"domain",
,"domain::goiasatual","goiasatual","NotApplicable",-1,0,0,"domain",
,"domain::mab","mab","NotApplicable",-1,0,0,"domain",
,"domain::oliberalnews","oliberalnews","NotApplicable",-1,0,0,"domain",
,"domain::fes.de","fes.de","NotApplicable",-1,0,0,"domain",
,"domain::agrobrasilia","agrobrasilia","NotApplicable",-1,0,0,"domain",
,"domain::tjmg.jus.br","tjmg.jus.br","NotApplicable",-1,0,0,"domain",
,"domain::pelotas","pelotas","NotApplicable",-1,0,0,"domain",
,"domain::conab.gov.br","conab.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::gente.ig","gente.ig","NotApplicable",-1,0,0,"domain",
,"domain::unb.br","unb.br","NotApplicable",-1,0,0,"domain",
,"domain::correiodoestadoonline","correiodoestadoonline","NotApplicable",-1,0,0,"domain",
,"domain::gentejornal","gentejornal","NotApplicable",-1,0,0,"domain",
,"domain::albertolopesnews","albertolopesnews","NotApplicable",-1,0,0,"domain",
,"domain::adufg","adufg","NotApplicable",-1,0,0,"domain",
,"domain::sbpcnet","sbpcnet","NotApplicable",-1,0,0,"domain",
,"domain::zakinews","zakinews","NotApplicable",-1,0,0,"domain",
,"domain::eufemea","eufemea","NotApplicable",-1,0,0,"domain",
,"domain::sol.fm.br","sol.fm.br","NotApplicable",-1,0,0,"domain",
,"domain::luciahelena","luciahelena","NotApplicable",-1,0,0,"domain",
,"domain::girodenoticias","girodenoticias","NotApplicable",-1,0,0,"domain",
,"domain::carloszarattini","carloszarattini","NotApplicable",-1,0,0,"domain",
,"domain::primeeduc","primeeduc","NotApplicable",-1,0,0,"domain",
,"domain::assisenses.blogspot","assisenses.blogspot","NotApplicable",-1,0,0,"domain",
,"domain::revistaopera","revistaopera","NotApplicable",-1,0,0,"domain",
,"domain::tjpr.jus.br","tjpr.jus.br","NotApplicable",-1,0,0,"domain",
,"domain::ptpaulista","ptpaulista","NotApplicable",-1,0,0,"domain",
,"domain::justicapaz","justicapaz","NotApplicable",-1,0,0,"domain",
,"domain::qwerty","qwerty","NotApplicable",-1,0,0,"domain",
,"domain::spacofm","spacofm","NotApplicable",-1,0,0,"domain",
,"domain::churchpop","churchpop","NotApplicable",-1,0,0,"domain",
,"domain::blogdobepe","blogdobepe","NotApplicable",-1,0,0,"domain",
,"domain::sinasefebrasilia","sinasefebrasilia","NotApplicable",-1,0,0,"domain",
,"domain::laranjeirasfm","laranjeirasfm","NotApplicable",-1,0,0,"domain",
,"domain::amazoniacontracovid","amazoniacontracovid","NotApplicable",-1,0,0,"domain",
,"domain::portaltemponovo","portaltemponovo","NotApplicable",-1,0,0,"domain",
,"domain::blogamazonlive.blogspot","blogamazonlive.blogspot","NotApplicable",-1,0,0,"domain",
,"domain::diariochapadense","diariochapadense","NotApplicable",-1,0,0,"domain",
,"domain::portaldisparada","portaldisparada","NotApplicable",-1,0,0,"domain",
,"domain::memorialvagalumes","memorialvagalumes","NotApplicable",-1,0,0,"domain",
,"domain::jornaljurid","jornaljurid","NotApplicable",-1,0,0,"domain",
,"domain::twitch.tv","twitch.tv","NotApplicable",-1,0,0,"domain",
,"domain::vereadoradministradorrodrigo.blogspot","vereadoradministradorrodrigo.blogspot","NotApplicable",-1,0,0,"domain",
,"domain::grupochiru","grupochiru","NotApplicable",-1,0,0,"domain",
,"domain::minestore","minestore","NotApplicable",-1,0,0,"domain",
,"domain::misaelvarella","misaelvarella","NotApplicable",-1,0,0,"domain",
,"domain::papareianews","papareianews","NotApplicable",-1,0,0,"domain",
,"domain::jogopolitico","jogopolitico","NotApplicable",-1,0,0,"domain",
,"domain::maternar","maternar","NotApplicable",-1,0,0,"domain",
,"domain::sindmepa","sindmepa","NotApplicable",-1,0,0,"domain",
,"domain::anater","anater","NotApplicable",-1,0,0,"domain",
,"domain::nytid.fi","nytid.fi","NotApplicable",-1,0,0,"domain",
,"domain::aplbsindicato","aplbsindicato","NotApplicable",-1,0,0,"domain",
,"domain::reformapolitica","reformapolitica","NotApplicable",-1,0,0,"domain",
,"domain::sosrainforestlive","sosrainforestlive","NotApplicable",-1,0,0,"domain",
,"domain::frenteforabolsonaro","frenteforabolsonaro","NotApplicable",-1,0,0,"domain",
,"domain::spdiario","spdiario","NotApplicable",-1,0,0,"domain",
,"domain::portalsolar","portalsolar","NotApplicable",-1,0,0,"domain",
,"domain::la990.com.ar","la990.com.ar","NotApplicable",-1,0,0,"domain",
,"domain::premionisiafloresta","premionisiafloresta","NotApplicable",-1,0,0,"domain",
,"domain::blogdopaulonunes","blogdopaulonunes","NotApplicable",-1,0,0,"domain",
,"domain::4gparaestudar","4gparaestudar","NotApplicable",-1,0,0,"domain",
,"domain::ideiagov.sp.gov.br","ideiagov.sp.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::rede-nordeste","rede-nordeste","NotApplicable",-1,0,0,"domain",
,"domain::coursera","coursera","NotApplicable",-1,0,0,"domain",
,"domain::portogente","portogente","NotApplicable",-1,0,0,"domain",
,"domain::paraondevamos","paraondevamos","NotApplicable",-1,0,0,"domain",
,"domain::eleicoesseguras","eleicoesseguras","NotApplicable",-1,0,0,"domain",
,"domain::sanarmed","sanarmed","NotApplicable",-1,0,0,"domain",
,"domain::comracismonaohademocracia","comracismonaohademocracia","NotApplicable",-1,0,0,"domain",
,"domain::senadorpaulorocha","senadorpaulorocha","NotApplicable",-1,0,0,"domain",
,"domain::santanadoamapa.blogspot","santanadoamapa.blogspot","NotApplicable",-1,0,0,"domain",
,"domain::middleeastmonitor","middleeastmonitor","NotApplicable",-1,0,0,"domain",
,"domain::campoabertofm","campoabertofm","NotApplicable",-1,0,0,"domain",
,"domain::paroquiacarmoitaquera","paroquiacarmoitaquera","NotApplicable",-1,0,0,"domain",
,"domain::revistaopinioes","revistaopinioes","NotApplicable",-1,0,0,"domain",
,"domain::maricainfo","maricainfo","NotApplicable",-1,0,0,"domain",
,"domain::plantaopolicialipatinga","plantaopolicialipatinga","NotApplicable",-1,0,0,"domain",
,"domain::guia","guia","NotApplicable",-1,0,0,"domain",
,"domain::forumbrasilexport","forumbrasilexport","NotApplicable",-1,0,0,"domain",
,"domain::extrapb","extrapb","NotApplicable",-1,0,0,"domain",
,"domain::paulobueno","paulobueno","NotApplicable",-1,0,0,"domain",
,"domain::senscast","senscast","NotApplicable",-1,0,0,"domain",
,"domain::pc.rs.gov.br","pc.rs.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::republicanos10riopreto","republicanos10riopreto","NotApplicable",-1,0,0,"domain",
,"domain::cpisp","cpisp","NotApplicable",-1,0,0,"domain",
,"domain::battenday","battenday","NotApplicable",-1,0,0,"domain",
,"domain::radioveracruz","radioveracruz","NotApplicable",-1,0,0,"domain",
,"domain::paraiba","paraiba","NotApplicable",-1,0,0,"domain",
,"domain::mprj.mp.br","mprj.mp.br","NotApplicable",-1,0,0,"domain",
,"domain::correioma","correioma","NotApplicable",-1,0,0,"domain",
,"domain::conexaopoder","conexaopoder","NotApplicable",-1,0,0,"domain",
,"domain::unwomen","unwomen","NotApplicable",-1,0,0,"domain",
,"domain::webpiaui","webpiaui","NotApplicable",-1,0,0,"domain",
,"domain::clickfozdoiguacu","clickfozdoiguacu","NotApplicable",-1,0,0,"domain",
,"domain::conass","conass","NotApplicable",-1,0,0,"domain",
,"domain::omirantejoinville","omirantejoinville","NotApplicable",-1,0,0,"domain",
,"domain::radiopeaobrasil","radiopeaobrasil","NotApplicable",-1,0,0,"domain",
,"domain::brazilian.report","brazilian.report","NotApplicable",-1,0,0,"domain",
,"domain::novobrasil.go.gov.br","novobrasil.go.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::foragarimpoforacovid","foragarimpoforacovid","NotApplicable",-1,0,0,"domain",
,"domain::cnbbs2","cnbbs2","NotApplicable",-1,0,0,"domain",
,"domain::breitbart","breitbart","NotApplicable",-1,0,0,"domain",
,"domain::hojees","hojees","NotApplicable",-1,0,0,"domain",
,"domain::jornalinforondonia","jornalinforondonia","NotApplicable",-1,0,0,"domain",
,"domain::foxnews","foxnews","NotApplicable",-1,0,0,"domain",
,"domain::extranewsgo","extranewsgo","NotApplicable",-1,0,0,"domain",
,"domain::aloesporte","aloesporte","NotApplicable",-1,0,0,"domain",
,"domain::vittude","vittude","NotApplicable",-1,0,0,"domain",
,"domain::lancegoias","lancegoias","NotApplicable",-1,0,0,"domain",
,"domain::msembrasilia","msembrasilia","NotApplicable",-1,0,0,"domain",
,"domain::cmbh.mg.gov.br","cmbh.mg.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::inteligemcia","inteligemcia","NotApplicable",-1,0,0,"domain",
,"domain::sudoestedigital","sudoestedigital","NotApplicable",-1,0,0,"domain",
,"domain::galeriaderacistas","galeriaderacistas","NotApplicable",-1,0,0,"domain",
,"domain::bico24horas","bico24horas","NotApplicable",-1,0,0,"domain",
,"domain::eladecide","eladecide","NotApplicable",-1,0,0,"domain",
,"domain::diariocostaesmeralda","diariocostaesmeralda","NotApplicable",-1,0,0,"domain",
,"domain::virasp","virasp","NotApplicable",-1,0,0,"domain",
,"domain::outrapoliticabh","outrapoliticabh","NotApplicable",-1,0,0,"domain",
,"domain::raizesdiario","raizesdiario","NotApplicable",-1,0,0,"domain",
,"domain::filipemota","filipemota","NotApplicable",-1,0,0,"domain",
,"domain::atual7","atual7","NotApplicable",-1,0,0,"domain",
,"domain::cursology","cursology","NotApplicable",-1,0,0,"domain",
,"domain::mobilidadenaseleicoes","mobilidadenaseleicoes","NotApplicable",-1,0,0,"domain",
,"domain::asbraer","asbraer","NotApplicable",-1,0,0,"domain",
,"domain::gazetadevotuporanga","gazetadevotuporanga","NotApplicable",-1,0,0,"domain",
,"domain::ed50","ed50","NotApplicable",-1,0,0,"domain",
,"domain::viniciusteixeiracomunicador","viniciusteixeiracomunicador","NotApplicable",-1,0,0,"domain",
,"domain::jornaldelins","jornaldelins","NotApplicable",-1,0,0,"domain",
,"domain::falaroca","falaroca","NotApplicable",-1,0,0,"domain",
,"domain::santaceciliadopavao.pr.gov.br","santaceciliadopavao.pr.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::portalitaperunanoticias","portalitaperunanoticias","NotApplicable",-1,0,0,"domain",
,"domain::folhadaserra2","folhadaserra2","NotApplicable",-1,0,0,"domain",
,"domain::maisinforma","maisinforma","NotApplicable",-1,0,0,"domain",
,"domain::extraderondonia","extraderondonia","NotApplicable",-1,0,0,"domain",
,"domain::fsindical","fsindical","NotApplicable",-1,0,0,"domain",
,"domain::extradopara","extradopara","NotApplicable",-1,0,0,"domain",
,"domain::faroldabahia","faroldabahia","NotApplicable",-1,0,0,"domain",
,"domain::thiagorachid","thiagorachid","NotApplicable",-1,0,0,"domain",
,"domain::gandramartins.adv.br","gandramartins.adv.br","NotApplicable",-1,0,0,"domain",
,"domain::flaviamorais","flaviamorais","NotApplicable",-1,0,0,"domain",
,"domain::alexisfonteyne","alexisfonteyne","NotApplicable",-1,0,0,"domain",
,"domain::josiasgomes","josiasgomes","NotApplicable",-1,0,0,"domain",
,"domain::sbtnews","sbtnews","NotApplicable",-1,0,0,"domain",
,"domain::elimeira","elimeira","NotApplicable",-1,0,0,"domain",
,"domain::sinalnews","sinalnews","NotApplicable",-1,0,0,"domain",
,"domain::radiocostaverdefm","radiocostaverdefm","NotApplicable",-1,0,0,"domain",
,"domain::diariodejustica","diariodejustica","NotApplicable",-1,0,0,"domain",
,"domain::penoticias","penoticias","NotApplicable",-1,0,0,"domain",
,"domain::gcnoticias","gcnoticias","NotApplicable",-1,0,0,"domain",
,"domain::imgur","imgur","NotApplicable",-1,0,0,"domain",
,"domain::santana360","santana360","NotApplicable",-1,0,0,"domain",
,"domain::sentinela24h","sentinela24h","NotApplicable",-1,0,0,"domain",
,"domain::juarezcosta","juarezcosta","NotApplicable",-1,0,0,"domain",
,"domain::blogdoeveraldo","blogdoeveraldo","NotApplicable",-1,0,0,"domain",
,"domain::assiscity","assiscity","NotApplicable",-1,0,0,"domain",
,"domain::unidospelavida","unidospelavida","NotApplicable",-1,0,0,"domain",
,"domain::defatoonline","defatoonline","NotApplicable",-1,0,0,"domain",
,"domain::obastidor","obastidor","NotApplicable",-1,0,0,"domain",
,"domain::lance","lance","NotApplicable",-1,0,0,"domain",
,"domain::mulherespsolrj","mulherespsolrj","NotApplicable",-1,0,0,"domain",
,"domain::brazukanews","brazukanews","NotApplicable",-1,0,0,"domain",
,"domain::sallve","sallve","NotApplicable",-1,0,0,"domain",
,"domain::dagoberto12","dagoberto12","NotApplicable",-1,0,0,"domain",
,"domain::bahiadiario","bahiadiario","NotApplicable",-1,0,0,"domain",
,"domain::capi40","capi40","NotApplicable",-1,0,0,"domain",
,"domain::fernanda50","fernanda50","NotApplicable",-1,0,0,"domain",
,"domain::radio93","radio93","NotApplicable",-1,0,0,"domain",
,"domain::mpce.mp.br","mpce.mp.br","NotApplicable",-1,0,0,"domain",
,"domain::psol50sp","psol50sp","NotApplicable",-1,0,0,"domain",
,"domain::aurea50","aurea50","NotApplicable",-1,0,0,"domain",
,"domain::jornalgoias","jornalgoias","NotApplicable",-1,0,0,"domain",
,"domain::jilmartatto","jilmartatto","NotApplicable",-1,0,0,"domain",
,"domain::odiariocarioca","odiariocarioca","NotApplicable",-1,0,0,"domain",
,"domain::brasilnordeste","brasilnordeste","NotApplicable",-1,0,0,"domain",
,"domain::shalomfm107","shalomfm107","NotApplicable",-1,0,0,"domain",
,"domain::biobiochile.cl","biobiochile.cl","NotApplicable",-1,0,0,"domain",
,"domain::onaintegra","onaintegra","NotApplicable",-1,0,0,"domain",
,"domain::britishmuseum","britishmuseum","NotApplicable",-1,0,0,"domain",
,"domain::museofridakahlo.org.mx","museofridakahlo.org.mx","NotApplicable",-1,0,0,"domain",
,"domain::blogdoarcanjo","blogdoarcanjo","NotApplicable",-1,0,0,"domain",
,"domain::divinews","divinews","NotApplicable",-1,0,0,"domain",
,"domain::blogdominard","blogdominard","NotApplicable",-1,0,0,"domain",
,"domain::reporterbrasilia","reporterbrasilia","NotApplicable",-1,0,0,"domain",
,"domain::tvhistoria","tvhistoria","NotApplicable",-1,0,0,"domain",
,"domain::saude.ig","saude.ig","NotApplicable",-1,0,0,"domain",
,"domain::ilisp","ilisp","NotApplicable",-1,0,0,"domain",
,"domain::regradostercos","regradostercos","NotApplicable",-1,0,0,"domain",
,"domain::solidarionoticias","solidarionoticias","NotApplicable",-1,0,0,"domain",
,"domain::rondonoticias","rondonoticias","NotApplicable",-1,0,0,"domain",
,"domain::inbec","inbec","NotApplicable",-1,0,0,"domain",
,"domain::pindograma","pindograma","NotApplicable",-1,0,0,"domain",
,"domain::jornalveracruz","jornalveracruz","NotApplicable",-1,0,0,"domain",
,"domain::liberal","liberal","NotApplicable",-1,0,0,"domain",
,"domain::laurocampos","laurocampos","NotApplicable",-1,0,0,"domain",
,"domain::gq.globo","gq.globo","NotApplicable",-1,0,0,"domain",
,"domain::tribunadainternet","tribunadainternet","NotApplicable",-1,0,0,"domain",
,"domain::impactopr","impactopr","NotApplicable",-1,0,0,"domain",
,"domain::norters","norters","NotApplicable",-1,0,0,"domain",
,"domain::ctazm","ctazm","NotApplicable",-1,0,0,"domain",
,"domain::rioonwatch","rioonwatch","NotApplicable",-1,0,0,"domain",
,"domain::mapping","mapping","NotApplicable",-1,0,0,"domain",
,"domain::aquiacontece","aquiacontece","NotApplicable",-1,0,0,"domain",
,"domain::luizaogoulart","luizaogoulart","NotApplicable",-1,0,0,"domain",
,"domain::politicadehoje","politicadehoje","NotApplicable",-1,0,0,"domain",
,"domain::revistaideias","revistaideias","NotApplicable",-1,0,0,"domain",
,"domain::portalgama","portalgama","NotApplicable",-1,0,0,"domain",
,"domain::osaopaulo","osaopaulo","NotApplicable",-1,0,0,"domain",
,"domain::unifesspa.edu.br","unifesspa.edu.br","NotApplicable",-1,0,0,"domain",
,"domain::portalcidadenet","portalcidadenet","NotApplicable",-1,0,0,"domain",
,"domain::grandetijuca","grandetijuca","NotApplicable",-1,0,0,"domain",
,"domain::leonardolopes","leonardolopes","NotApplicable",-1,0,0,"domain",
,"domain::portalprestacaodecontasam","portalprestacaodecontasam","NotApplicable",-1,0,0,"domain",
,"domain::guimaraes","guimaraes","NotApplicable",-1,0,0,"domain",
,"domain::portalpbnews","portalpbnews","NotApplicable",-1,0,0,"domain",
,"domain::imci","imci","NotApplicable",-1,0,0,"domain",
,"domain::defesanet","defesanet","NotApplicable",-1,0,0,"domain",
,"domain::votolegal","votolegal","NotApplicable",-1,0,0,"domain",
,"domain::naoaovetodorateio","naoaovetodorateio","NotApplicable",-1,0,0,"domain",
,"domain::uepg.br","uepg.br","NotApplicable",-1,0,0,"domain",
,"domain::cmjornal.pt","cmjornal.pt","NotApplicable",-1,0,0,"domain",
,"domain::cinematorio","cinematorio","NotApplicable",-1,0,0,"domain",
,"domain::nei.jor.br","nei.jor.br","NotApplicable",-1,0,0,"domain",
,"domain::contabeis","contabeis","NotApplicable",-1,0,0,"domain",
,"domain::rs21","rs21","NotApplicable",-1,0,0,"domain",
,"domain::cidadesdocafe","cidadesdocafe","NotApplicable",-1,0,0,"domain",
,"domain::debemcomacomida","debemcomacomida","NotApplicable",-1,0,0,"domain",
,"domain::linktree","linktree","NotApplicable",-1,0,0,"domain",
,"domain::cejil","cejil","NotApplicable",-1,0,0,"domain",
,"domain::ptnaalep","ptnaalep","NotApplicable",-1,0,0,"domain",
,"domain::redeallederadios","redeallederadios","NotApplicable",-1,0,0,"domain",
,"domain::correiodobico","correiodobico","NotApplicable",-1,0,0,"domain",
,"domain::contratempo.info","contratempo.info","NotApplicable",-1,0,0,"domain",
,"domain::maramais","maramais","NotApplicable",-1,0,0,"domain",
,"domain::liberation.fr","liberation.fr","NotApplicable",-1,0,0,"domain",
,"domain::rib.ind.br","rib.ind.br","NotApplicable",-1,0,0,"domain",
,"domain::orlandosilva65.ml","orlandosilva65.ml","NotApplicable",-1,0,0,"domain",
,"domain::lazarofarias","lazarofarias","NotApplicable",-1,0,0,"domain",
,"domain::terrabrasilnoticias","terrabrasilnoticias","NotApplicable",-1,0,0,"domain",
,"domain::uni5.net","uni5.net","NotApplicable",-1,0,0,"domain",
,"domain::justicaemfoco","justicaemfoco","NotApplicable",-1,0,0,"domain",
,"domain::amusuh","amusuh","NotApplicable",-1,0,0,"domain",
,"domain::ediolopes","ediolopes","NotApplicable",-1,0,0,"domain",
,"domain::ticket360","ticket360","NotApplicable",-1,0,0,"domain",
,"domain::portalimparcial","portalimparcial","NotApplicable",-1,0,0,"domain",
,"domain::leragora.net","leragora.net","NotApplicable",-1,0,0,"domain",
,"domain::nmt","nmt","NotApplicable",-1,0,0,"domain",
,"domain::clicsc","clicsc","NotApplicable",-1,0,0,"domain",
,"domain::oacreagora","oacreagora","NotApplicable",-1,0,0,"domain",
,"domain::sitedavivi","sitedavivi","NotApplicable",-1,0,0,"domain",
,"domain::agendamarielle","agendamarielle","NotApplicable",-1,0,0,"domain",
,"domain::ansabrasil","ansabrasil","NotApplicable",-1,0,0,"domain",
,"domain::direitosnarede","direitosnarede","NotApplicable",-1,0,0,"domain",
,"domain::portoalegrepedecoragem","portoalegrepedecoragem","NotApplicable",-1,0,0,"domain",
,"domain::bombabomba","bombabomba","NotApplicable",-1,0,0,"domain",
,"domain::jornalrondoniavip","jornalrondoniavip","NotApplicable",-1,0,0,"domain",
,"domain::eventbrite.co.uk","eventbrite.co.uk","NotApplicable",-1,0,0,"domain",
,"domain::viatrolebus","viatrolebus","NotApplicable",-1,0,0,"domain",
,"domain::office","office","NotApplicable",-1,0,0,"domain",
,"domain::agroflorestamazonia","agroflorestamazonia","NotApplicable",-1,0,0,"domain",
,"domain::conif","conif","NotApplicable",-1,0,0,"domain",
,"domain::pcb","pcb","NotApplicable",-1,0,0,"domain",
,"domain::gcd","gcd","NotApplicable",-1,0,0,"domain",
,"domain::nossasvidasimportam","nossasvidasimportam","NotApplicable",-1,0,0,"domain",
,"domain::correiosdobrasilfuncionarios.blogspot","correiosdobrasilfuncionarios.blogspot","NotApplicable",-1,0,0,"domain",
,"domain::grupocultivar","grupocultivar","NotApplicable",-1,0,0,"domain",
,"domain::sabuguinho","sabuguinho","NotApplicable",-1,0,0,"domain",
,"domain::lagesonline","lagesonline","NotApplicable",-1,0,0,"domain",
,"domain::opantaneiro","opantaneiro","NotApplicable",-1,0,0,"domain",
,"domain::jornalcorreiodovale","jornalcorreiodovale","NotApplicable",-1,0,0,"domain",
,"domain::mpabrasil","mpabrasil","NotApplicable",-1,0,0,"domain",
,"domain::pordentrodeminas","pordentrodeminas","NotApplicable",-1,0,0,"domain",
,"domain::portalhospitaisbrasil","portalhospitaisbrasil","NotApplicable",-1,0,0,"domain",
